case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual,14,12,0,0,0
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual,15,12,0,0,0
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c.,16,12,0,0,0
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual,17,12,0,0,0
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual final-inspection-q.c.,18,12,1,0,2
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual final-inspection-q.c. final-inspection-q.c.,19,14,3,2,0
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual final-inspection-q.c. final-inspection-q.c. packing,20,14,3,0,0
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual final-inspection-q.c. final-inspection-q.c. packing packing,21,14,0,0,1
Case254,laser-marking---machine-7,0,0,0,0,0
Case254,laser-marking---machine-7 flat-grinding---machine-11,1,0,0,0,1
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11,2,1,1,1,0
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11,3,1,1,0,0
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c.,4,1,0,0,1
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c. packing,5,2,1,1,0
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c. packing final-inspection-q.c.,6,2,1,0,1
Case188,lapping---machine-1,0,0,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7,1,0,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1,2,0,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1,3,0,0,0,14
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c.,4,14,14,14,12
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13,5,26,26,12,3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3,6,29,15,3,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3,7,29,3,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,8,29,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c.,9,29,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3,10,29,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7,11,29,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1,12,29,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3,13,29,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3,14,29,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,15,29,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c.,16,29,0,0,1
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3,17,30,2,1,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 round-grinding---machine-3,18,30,1,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c.,19,30,0,0,0
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. final-inspection-q.c.,20,30,0,0,1
Case246,turning-&-milling---machine-9,0,0,0,0,0
Case246,turning-&-milling---machine-9 turning-&-milling---machine-9,1,0,0,0,0
Case246,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,2,0,0,0,1
Case277,milling---machine-16,0,0,0,0,0
Case277,milling---machine-16 turning-&-milling-q.c.,1,0,0,0,2
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1,2,2,3,2,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual,3,2,2,0,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual,4,2,0,0,2
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual,5,4,2,2,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1,6,4,2,0,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual,7,4,0,0,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual,8,4,0,0,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual packing,9,4,0,0,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual packing round-grinding---manual,10,4,0,0,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual packing round-grinding---manual round-grinding---manual,11,4,0,0,0
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual packing round-grinding---manual round-grinding---manual round-grinding---manual,12,4,0,0,1
Case274,turning-&-milling---machine-8,0,0,0,0,0
