case_id,prefix,k,next_act
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual,17,final-inspection-q.c.
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual final-inspection-q.c.,18,final-inspection-q.c.
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual final-inspection-q.c. final-inspection-q.c.,19,packing
Case263,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. round-grinding---manual round-grinding---manual final-inspection-q.c. round-grinding---manual final-inspection-q.c. final-inspection-q.c. packing,20,packing
Case254,laser-marking---machine-7,0,flat-grinding---machine-11
Case254,laser-marking---machine-7 flat-grinding---machine-11,1,flat-grinding---machine-11
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11,2,flat-grinding---machine-11
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11,3,final-inspection-q.c.
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c.,4,packing
Case254,laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c. packing,5,final-inspection-q.c.
Case188,lapping---machine-1,0,laser-marking---machine-7
Case188,lapping---machine-1 laser-marking---machine-7,1,lapping---machine-1
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1,2,lapping---machine-1
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1,3,turning-&-milling-q.c.
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c.,4,wire-cut---machine-13
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13,5,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3,6,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3,7,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,8,final-inspection-q.c.
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c.,9,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3,10,laser-marking---machine-7
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7,11,lapping---machine-1
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1,12,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3,13,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3,14,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,15,final-inspection-q.c.
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c.,16,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3,17,round-grinding---machine-3
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 round-grinding---machine-3,18,final-inspection-q.c.
Case188,lapping---machine-1 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 turning-&-milling-q.c. wire-cut---machine-13 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 laser-marking---machine-7 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c. round-grinding---machine-3 round-grinding---machine-3 final-inspection-q.c.,19,final-inspection-q.c.
Case246,turning-&-milling---machine-9,0,turning-&-milling---machine-9
Case246,turning-&-milling---machine-9 turning-&-milling---machine-9,1,turning-&-milling---machine-9
Case277,milling---machine-16,0,turning-&-milling-q.c.
Case277,milling---machine-16 turning-&-milling-q.c.,1,lapping---machine-1
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1,2,round-grinding---manual
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual,3,round-grinding---manual
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual,4,round-grinding---manual
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual,5,lapping---machine-1
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1,6,round-grinding---manual
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual,7,round-grinding---manual
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual,8,packing
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual packing,9,round-grinding---manual
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual packing round-grinding---manual,10,round-grinding---manual
Case277,milling---machine-16 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual lapping---machine-1 round-grinding---manual round-grinding---manual packing round-grinding---manual round-grinding---manual,11,round-grinding---manual
Case274,turning-&-milling---machine-8,0,turning-&-milling-q.c.
Case274,turning-&-milling---machine-8 turning-&-milling-q.c.,1,turning-&-milling---machine-8
Case274,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8,2,turning-&-milling---machine-8
Case274,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,3,turning-&-milling-q.c.
Case274,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,4,flat-grinding---machine-11
Case274,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11,5,lapping---machine-1
Case274,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1,6,round-grinding---manual
Case274,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual,7,round-grinding---q.c.
Case274,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---q.c.,8,laser-marking---machine-7
Case274,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---q.c. laser-marking---machine-7,9,final-inspection-q.c.
